150189,8.960226,105.007795,Asia,Vietnam,1/1/2007,H5N1 HPAI,domestic,unspecified bird,33,1,1,0,0
146629,9.4319,105.511624,Asia,Vietnam,1/1/2007,H5N1 HPAI,domestic,duck,50,9,9,0,0
146608,9.362487,105.659902,Asia,Vietnam,1/1/2007,H5N1 HPAI,domestic,duck,300,294,6,0,0
146530,8.930745,105.023781,Asia,Vietnam,1/1/2007,H5N1 HPAI,domestic,duck,32,2,2,0,0
146528,8.714138,105.033534,Asia,Vietnam,1/1/2007,H5N1 HPAI,domestic,duck,9,5,5,0,0
114795,-6.1780556,106.63,Asia,Indonesia,1/1/2007,H5N1 HPAI,,,0,0,0,2,1
146578,9.315767,105.489994,Asia,Vietnam,1/3/2007,H5N1 HPAI,domestic,duck,356,160,92,0,0
114911,-0.14429,100.63708,Asia,Indonesia,1/3/2007,H5N1 HPAI,,,0,0,0,1,1
150194,9.554908,105.98706,Asia,Vietnam,1/4/2007,H5N1 HPAI,domestic,unspecified bird,20,8,8,0,0
150185,9.384192,105.737314,Asia,Vietnam,1/4/2007,H5N1 HPAI,domestic,unspecified bird,100,20,12,0,0
150175,8.876664,105.296503,Asia,Vietnam,1/4/2007,H5N1 HPAI,domestic,unspecified bird,120,26,21,0,0
146574,9.3061,105.670416,Asia,Vietnam,1/4/2007,H5N1 HPAI,domestic,duck,1500,230,198,0,0
117287,32.23472,130.78361,Asia,Japan,1/4/2007,H5N1 HPAI,wild,unspecified bird,0,1,1,0,0
146682,9.91856,105.060024,Asia,Vietnam,1/5/2007,H5N1 HPAI,domestic,duck,2000,215,129,0,0
146571,9.304031,105.449081,Asia,Vietnam,1/5/2007,H5N1 HPAI,domestic,duck,200,25,17,0,0
159080,-6.261853,106.881966,Asia,Indonesia,1/6/2007,H5N1 HPAI,,,0,0,0,1,1
146703,10.08731,105.828353,Asia,Vietnam,1/7/2007,H5N1 HPAI,domestic,chicken,40,20,10,0,0
146657,9.57106,105.25489,Asia,Vietnam,1/7/2007,H5N1 HPAI,domestic,duck,650,30,12,0,0
159078,-7.513476,110.213641,Asia,Indonesia,1/8/2007,H5N1 HPAI,,,0,0,0,1,1
146670,9.789419,105.256463,Asia,Vietnam,1/8/2007,H5N1 HPAI,domestic,duck,300,42,31,0,0
146662,9.717452,104.997826,Asia,Vietnam,1/8/2007,H5N1 HPAI,domestic,duck,2000,300,179,0,0
146555,9.187911,105.547426,Asia,Vietnam,1/8/2007,H5N1 HPAI,domestic,duck,2000,1505,500,0,0
115024,8.83306,7.16667,Africa,Nigeria,1/8/2007,H5N1 HPAI,domestic,chicken,40,35,35,0,0
159079,-6.863998,107.616626,Asia,Indonesia,1/11/2007,H5N1 HPAI,,,0,0,0,1,1
114831,31.85556,131.38972,Asia,Japan,1/11/2007,H5N1 HPAI,domestic,chicken,12000,750,750,0,0
