157681,30.671,31.293,Africa,Egypt,1/1/2011,H5N1 HPAI,domestic,"chicken,duck,unspecified bird",0,10,0,0,0
157680,30.821,30.816,Africa,Egypt,1/1/2011,H5N1 HPAI,domestic,"chicken,duck,unspecified bird",0,39,0,0,0
157658,23.87414,90.27284,Asia,Bangladesh,1/1/2011,H5N1 HPAI,domestic,chicken,6500,530,530,0,0
157682,30.216,31.206,Africa,Egypt,1/2/2011,H5N1 HPAI,domestic,"chicken,duck,unspecified bird",0,31,0,0,0
157795,28.18056,30.6319,Africa,Egypt,1/3/2011,H5N1 HPAI,domestic,"chicken,duck,unspecified bird",0,33,0,0,0
157794,28.16111,30.7625,Africa,Egypt,1/3/2011,H5N1 HPAI,domestic,"chicken,duck,unspecified bird",0,45,0,0,0
157791,29.29917,30.7097,Africa,Egypt,1/3/2011,H5N1 HPAI,domestic,"chicken,duck,goose,unspecified bird",0,75,0,0,0
157789,30.05028,31.1272,Africa,Egypt,1/3/2011,H5N1 HPAI,domestic,"chicken,duck,unspecified bird",0,22,0,0,0
157785,30.61667,31.05,Africa,Egypt,1/3/2011,H5N1 HPAI,domestic,duck,0,8,0,0,0
157778,30.44992,31.2007,Africa,Egypt,1/3/2011,H5N1 HPAI,domestic,chicken,0,5000,0,0,0
157769,30.85333,31.1236,Africa,Egypt,1/3/2011,H5N1 HPAI,domestic,"chicken,duck,unspecified bird",0,13,0,0,0
157768,30.85972,31.0675,Africa,Egypt,1/3/2011,H5N1 HPAI,domestic,chicken,0,6,0,0,0
157927,37.396142,140.368409,Asia,Japan,1/4/2011,H5N1 HPAI,wild,tufted duck,0,2,2,0,0
157790,29.85,31.2667,Africa,Egypt,1/4/2011,H5N1 HPAI,domestic,chicken,0,49,0,0,0
157788,30.01806,31.1411,Africa,Egypt,1/4/2011,H5N1 HPAI,domestic,"chicken,duck,unspecified bird",0,70,0,0,0
157782,30.29361,31.245,Africa,Egypt,1/4/2011,H5N1 HPAI,domestic,"chicken,duck,unspecified bird",0,26,0,0,0
157780,30.38333,31.1142,Africa,Egypt,1/4/2011,H5N1 HPAI,domestic,chicken,0,20,0,0,0
157779,30.27026,31.2598,Africa,Egypt,1/4/2011,H5N1 HPAI,domestic,chicken,0,9500,0,0,0
157773,30.85944,31.3997,Africa,Egypt,1/4/2011,H5N1 HPAI,domestic,chicken,0,25,0,0,0
157771,30.665,31.2353,Africa,Egypt,1/4/2011,H5N1 HPAI,domestic,chicken,0,25,0,0,0
157770,30.94333,30.9592,Africa,Egypt,1/4/2011,H5N1 HPAI,domestic,"chicken,duck,unspecified bird",0,6,0,0,0
157796,27.65,30.8667,Africa,Egypt,1/5/2011,H5N1 HPAI,domestic,"chicken,duck,unspecified bird",0,23,0,0,0
157786,30.2975,30.9688,Africa,Egypt,1/5/2011,H5N1 HPAI,domestic,duck,0,5,0,0,0
157784,30.27639,31.0625,Africa,Egypt,1/5/2011,H5N1 HPAI,domestic,"chicken,duck,unspecified bird",0,30,0,0,0
157783,30.2475,31.2044,Africa,Egypt,1/5/2011,H5N1 HPAI,domestic,chicken,0,10,0,0,0
157772,30.95472,30.9264,Africa,Egypt,1/5/2011,H5N1 HPAI,domestic,chicken,0,25,0,0,0
157754,34.503699,126.354525,Asia,Republic of Korea,1/5/2011,H5N1 HPAI,domestic,duck,14500,4500,4500,0,0
157931,35.031912,126.501415,Asia,Republic of Korea,1/6/2011,H5N1 HPAI,domestic,duck,34000,400,400,0,0
157930,34.574137,126.360959,Asia,Republic of Korea,1/6/2011,H5N1 HPAI,domestic,duck,4600,10,0,0,0
157919,20.539961,93.437161,Asia,Myanmar,1/6/2011,H5N1 HPAI,domestic,chicken,800,500,500,0,0
157797,30.41417,31.39,Africa,Egypt,1/6/2011,H5N1 HPAI,domestic,"chicken,duck,unspecified bird",0,35,0,0,0
157776,30.94444,31.5278,Africa,Egypt,1/6/2011,H5N1 HPAI,domestic,"chicken,duck,unspecified bird",0,13,0,0,0
157775,31.08435,31.5522,Africa,Egypt,1/6/2011,H5N1 HPAI,domestic,chicken,0,70,0,0,0
157977,34.919687,126.7495969,Asia,Republic of Korea,1/7/2011,H5N1 HPAI,domestic,duck,32000,3450,3450,0,0
157976,34.8686331,126.607089,Asia,Republic of Korea,1/7/2011,H5N1 HPAI,domestic,duck,32300,200,200,0,0
157975,34.8686331,126.6071089,Asia,Republic of Korea,1/7/2011,H5N1 HPAI,domestic,duck,10600,500,500,0,0
157933,36.502172,127.05401,Asia,Republic of Korea,1/7/2011,H5N1 HPAI,domestic,duck,14500,4500,4500,0,0
157793,29.33139,31.1375,Africa,Egypt,1/7/2011,H5N1 HPAI,domestic,chicken,0,60,0,0,0
157792,29.44217,30.832,Africa,Egypt,1/7/2011,H5N1 HPAI,domestic,"chicken,duck,unspecified bird",0,82,0,0,0
157979,34.535091,126.330846,Asia,Republic of Korea,1/8/2011,H5N1 HPAI,domestic,duck,15000,300,300,0,0
157935,34.872486,127.031236,Asia,Republic of Korea,1/8/2011,H5N1 HPAI,domestic,duck,12700,3000,3000,0,0
157787,30.57639,31.1567,Africa,Egypt,1/8/2011,H5N1 HPAI,domestic,"chicken,duck,unspecified bird",0,6,0,0,0
157781,30.49083,31.2314,Africa,Egypt,1/8/2011,H5N1 HPAI,domestic,duck,0,15,0,0,0
157777,31.11334,31.3439,Africa,Egypt,1/8/2011,H5N1 HPAI,domestic,"chicken,duck,goose,unspecified bird",0,127,0,0,0
157767,29.021996,29.451783,Africa,Egypt,1/8/2011,H5N1 HPAI,,,0,0,0,1,0
157984,34.872486,127.031236,Asia,Republic of Korea,1/9/2011,H5N1 HPAI,domestic,duck,24000,9,9,0,0
157983,34.8927392,126.9509944,Asia,Republic of Korea,1/9/2011,H5N1 HPAI,domestic,duck,9000,100,100,0,0
157982,37.542616,127.462483,Asia,Republic of Korea,1/9/2011,H5N1 HPAI,domestic,duck,23000,100,100,0,0
157981,34.502708,126.361997,Asia,Republic of Korea,1/9/2011,H5N1 HPAI,domestic,duck,11200,600,600,0,0
157980,34.8001685,126.6967918,Asia,Republic of Korea,1/9/2011,H5N1 HPAI,domestic,duck,21000,7,7,0,0
157954,29.375,30.607,Africa,Egypt,1/9/2011,H5N1 HPAI,domestic,"chicken,duck,unspecified bird",0,14,0,0,0
157798,25.61667,32.5667,Africa,Egypt,1/9/2011,H5N1 HPAI,domestic,chicken,0,4,0,0,0
157957,28.249,30.68,Africa,Egypt,1/10/2011,H5N1 HPAI,domestic,"chicken,duck,unspecified bird",0,13,0,0,0
157956,28.304,30.683,Africa,Egypt,1/10/2011,H5N1 HPAI,domestic,"chicken,duck,unspecified bird",0,23,0,0,0
157953,29.417,30.45,Africa,Egypt,1/10/2011,H5N1 HPAI,domestic,"chicken,duck,goose,unspecified bird",0,19,0,0,0
157952,29.317,30.6,Africa,Egypt,1/10/2011,H5N1 HPAI,domestic,chicken,0,20,0,0,0
